,region/country/area,year,series,type,tourism_arrivals_series_type,value,footnotes,continent
1080,Lebanon,2005,Tourist/visitor arrivals (thousands),Tourism,TF,1140.0,"Excluding the Lebanon, Syria and Palestine nationalities.",Asia
1081,Lebanon,2010,Tourist/visitor arrivals (thousands),Tourism,TF,2168.0,"Excluding the Lebanon, Syria and Palestine nationalities.",Asia
1082,Lebanon,2020,Tourist/visitor arrivals (thousands),Tourism,TF,414.0,"Excluding the Lebanon, Syria and Palestine nationalities.",Asia
1083,Lebanon,2021,Tourist/visitor arrivals (thousands),Tourism,TF,890.0,"Excluding the Lebanon, Syria and Palestine nationalities.",Asia
1084,Lebanon,2022,Tourist/visitor arrivals (thousands),Tourism,TF,1466.0,"Excluding the Lebanon, Syria and Palestine nationalities.",Asia
1085,Lebanon,1995,Tourism expenditure (millions of US dollars),Tourism,TE,710.0,,Asia
1086,Lebanon,2005,Tourism expenditure (millions of US dollars),Tourism,TE,5969.0,,Asia
1087,Lebanon,2010,Tourism expenditure (millions of US dollars),Tourism,TE,8026.0,,Asia
1088,Lebanon,2020,Tourism expenditure (millions of US dollars),Tourism,TE,2369.0,,Asia
1089,Lebanon,2021,Tourism expenditure (millions of US dollars),Tourism,TE,3162.0,,Asia
1090,Lesotho,1995,Tourist/visitor arrivals (thousands),Tourism,TF,87.0,,Africa
1091,Lesotho,2010,Tourist/visitor arrivals (thousands),Tourism,TF,414.0,,Africa
1092,Lesotho,1995,Tourism expenditure (millions of US dollars),Tourism,TE,27.0,Excluding passenger transport.,Africa
1093,Lesotho,2005,Tourism expenditure (millions of US dollars),Tourism,TE,27.0,Excluding passenger transport.,Africa
1094,Lesotho,2010,Tourism expenditure (millions of US dollars),Tourism,TE,23.0,Excluding passenger transport.,Africa
1095,Lesotho,2020,Tourism expenditure (millions of US dollars),Tourism,TE,6.0,Excluding passenger transport.,Africa
1096,Lesotho,2021,Tourism expenditure (millions of US dollars),Tourism,TE,10.0,Excluding passenger transport.,Africa
1097,Lesotho,2022,Tourism expenditure (millions of US dollars),Tourism,TE,11.0,Excluding passenger transport.,Africa
1098,Liberia,2005,Tourism expenditure (millions of US dollars),Tourism,TE,67.0,Excluding passenger transport.,Africa
1099,Liberia,2020,Tourism expenditure (millions of US dollars),Tourism,TE,4.0,Excluding passenger transport.,Africa
1100,Liberia,2021,Tourism expenditure (millions of US dollars),Tourism,TE,4.0,Excluding passenger transport.,Africa
1101,Liberia,2022,Tourism expenditure (millions of US dollars),Tourism,TE,4.0,Excluding passenger transport.,Africa
1102,Libya,1995,Tourist/visitor arrivals (thousands),Tourism,TF,56.0,,Africa
1103,Libya,2005,Tourist/visitor arrivals (thousands),Tourism,TF,81.0,Non-resident tourists staying in hotels and similar establishments.,Africa
1104,Libya,1995,Tourism expenditure (millions of US dollars),Tourism,TE,4.0,,Africa
1105,Libya,2005,Tourism expenditure (millions of US dollars),Tourism,TE,301.0,,Africa
1106,Libya,2010,Tourism expenditure (millions of US dollars),Tourism,TE,170.0,,Africa
1107,Libya,2020,Tourism expenditure (millions of US dollars),Tourism,TE,93.0,,Africa
1108,Liechtenstein,1995,Tourist/visitor arrivals (thousands),Tourism,TCE,59.0,Excluding long term tourists on campgrounds and in holiday flats.;Non-resident tourists staying in hotels and similar establishments.,Europe
1109,Liechtenstein,2005,Tourist/visitor arrivals (thousands),Tourism,TCE,50.0,Excluding long term tourists on campgrounds and in holiday flats.;Non-resident tourists staying in hotels and similar establishments.,Europe
1110,Liechtenstein,2010,Tourist/visitor arrivals (thousands),Tourism,TCE,64.0,Excluding long term tourists on campgrounds and in holiday flats.,Europe
1111,Liechtenstein,2020,Tourist/visitor arrivals (thousands),Tourism,TCE,58.0,Excluding long term tourists on campgrounds and in holiday flats.,Europe
1112,Liechtenstein,2021,Tourist/visitor arrivals (thousands),Tourism,TCE,71.0,Excluding long term tourists on campgrounds and in holiday flats.,Europe
1113,Liechtenstein,2022,Tourist/visitor arrivals (thousands),Tourism,TCE,101.0,Excluding long term tourists on campgrounds and in holiday flats.,Europe
1114,Lithuania,1995,Tourist/visitor arrivals (thousands),Tourism,TF,650.0,,Europe
1115,Lithuania,2005,Tourist/visitor arrivals (thousands),Tourism,TF,2000.0,,Europe
1116,Lithuania,2010,Tourist/visitor arrivals (thousands),Tourism,TF,1507.0,,Europe
1117,Lithuania,2020,Tourist/visitor arrivals (thousands),Tourism,TF,937.0,,Europe
1118,Lithuania,2021,Tourist/visitor arrivals (thousands),Tourism,TF,948.0,,Europe
1119,Lithuania,2022,Tourist/visitor arrivals (thousands),Tourism,TF,2169.0,,Europe
1120,Lithuania,1995,Tourism expenditure (millions of US dollars),Tourism,TE,77.0,Excluding passenger transport.,Europe
1121,Lithuania,2005,Tourism expenditure (millions of US dollars),Tourism,TE,920.0,Excluding passenger transport.,Europe
1122,Lithuania,2010,Tourism expenditure (millions of US dollars),Tourism,TE,958.0,Excluding passenger transport.,Europe
1123,Lithuania,2020,Tourism expenditure (millions of US dollars),Tourism,TE,574.0,Excluding passenger transport.,Europe
1124,Lithuania,2021,Tourism expenditure (millions of US dollars),Tourism,TE,585.0,Excluding passenger transport.,Europe
1125,Lithuania,2022,Tourism expenditure (millions of US dollars),Tourism,TE,1174.0,Excluding passenger transport.,Europe
1126,Luxembourg,1995,Tourist/visitor arrivals (thousands),Tourism,TCE,768.0,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.",Europe
1127,Luxembourg,2005,Tourist/visitor arrivals (thousands),Tourism,TCE,913.0,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.",Europe
1128,Luxembourg,2010,Tourist/visitor arrivals (thousands),Tourism,TCE,805.0,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.",Europe
1129,Luxembourg,2020,Tourist/visitor arrivals (thousands),Tourism,TCE,525.0,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.",Europe
1130,Luxembourg,2021,Tourist/visitor arrivals (thousands),Tourism,TCE,615.0,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.",Europe
1131,Luxembourg,2022,Tourist/visitor arrivals (thousands),Tourism,TCE,1013.0,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.",Europe
1132,Luxembourg,2005,Tourism expenditure (millions of US dollars),Tourism,TE,4867.0,,Europe
1133,Luxembourg,2010,Tourism expenditure (millions of US dollars),Tourism,TE,6057.0,,Europe
1134,Luxembourg,2020,Tourism expenditure (millions of US dollars),Tourism,TE,4668.0,,Europe
1135,Luxembourg,2021,Tourism expenditure (millions of US dollars),Tourism,TE,5906.0,,Europe
1136,Luxembourg,2022,Tourism expenditure (millions of US dollars),Tourism,TE,5737.0,,Europe
1137,Madagascar,1995,Tourist/visitor arrivals (thousands),Tourism,TF,75.0,Arrivals of non-resident tourists by air.,Africa
1138,Madagascar,2005,Tourist/visitor arrivals (thousands),Tourism,TF,277.0,Arrivals of non-resident tourists by air.,Africa
1139,Madagascar,2010,Tourist/visitor arrivals (thousands),Tourism,TF,196.0,Arrivals of non-resident tourists by air.,Africa
1140,Madagascar,2020,Tourist/visitor arrivals (thousands),Tourism,TF,68.0,Arrivals of non-resident tourists by air.,Africa
1141,Madagascar,2021,Tourist/visitor arrivals (thousands),Tourism,TF,8.0,Arrivals of non-resident tourists by air.,Africa
1142,Madagascar,1995,Tourism expenditure (millions of US dollars),Tourism,TE,106.0,,Africa
1143,Madagascar,2005,Tourism expenditure (millions of US dollars),Tourism,TE,275.0,,Africa
1144,Madagascar,2010,Tourism expenditure (millions of US dollars),Tourism,TE,425.0,,Africa
1145,Madagascar,2020,Tourism expenditure (millions of US dollars),Tourism,TE,202.0,,Africa
1146,Madagascar,2021,Tourism expenditure (millions of US dollars),Tourism,TE,118.0,,Africa
1147,Madagascar,2022,Tourism expenditure (millions of US dollars),Tourism,TE,405.0,,Africa
1148,Malawi,1995,Tourist/visitor arrivals (thousands),Tourism,TF,192.0,Departures.,Africa
1149,Malawi,2005,Tourist/visitor arrivals (thousands),Tourism,TF,438.0,Departures.,Africa
1150,Malawi,2010,Tourist/visitor arrivals (thousands),Tourism,TF,746.0,Departures.,Africa
1151,Malawi,2020,Tourist/visitor arrivals (thousands),Tourism,TF,199.0,Departures.,Africa
1152,Malawi,2021,Tourist/visitor arrivals (thousands),Tourism,TF,432.0,Departures.,Africa
1153,Malawi,1995,Tourism expenditure (millions of US dollars),Tourism,TE,22.0,,Africa
1154,Malawi,2005,Tourism expenditure (millions of US dollars),Tourism,TE,48.0,,Africa
1155,Malawi,2010,Tourism expenditure (millions of US dollars),Tourism,TE,45.0,,Africa
1156,Malawi,2020,Tourism expenditure (millions of US dollars),Tourism,TE,28.0,,Africa
1157,Malawi,2021,Tourism expenditure (millions of US dollars),Tourism,TE,29.0,,Africa
1158,Malaysia,1995,Tourist/visitor arrivals (thousands),Tourism,TF,7469.0,Including Singapore residents crossing the frontier by road through Johore Causeway.,Asia
1159,Malaysia,2005,Tourist/visitor arrivals (thousands),Tourism,TF,16431.0,Including Singapore residents crossing the frontier by road through Johore Causeway.,Asia
1160,Malaysia,2010,Tourist/visitor arrivals (thousands),Tourism,TF,24577.0,Including Singapore residents crossing the frontier by road through Johore Causeway.,Asia
1161,Malaysia,2020,Tourist/visitor arrivals (thousands),Tourism,TF,4333.0,Including Singapore residents crossing the frontier by road through Johore Causeway.,Asia
1162,Malaysia,2021,Tourist/visitor arrivals (thousands),Tourism,TF,135.0,Including Singapore residents crossing the frontier by road through Johore Causeway.,Asia
1163,Malaysia,2022,Tourist/visitor arrivals (thousands),Tourism,TF,10071.0,Including Singapore residents crossing the frontier by road through Johore Causeway.,Asia
1164,Malaysia,1995,Tourism expenditure (millions of US dollars),Tourism,TE,5044.0,,Asia
1165,Malaysia,2005,Tourism expenditure (millions of US dollars),Tourism,TE,10389.0,,Asia
1166,Malaysia,2010,Tourism expenditure (millions of US dollars),Tourism,TE,19619.0,,Asia
1167,Malaysia,2020,Tourism expenditure (millions of US dollars),Tourism,TE,3373.0,,Asia
1168,Malaysia,2021,Tourism expenditure (millions of US dollars),Tourism,TE,117.0,,Asia
1169,Malaysia,2022,Tourism expenditure (millions of US dollars),Tourism,TE,7816.0,,Asia
1170,Maldives,1995,Tourist/visitor arrivals (thousands),Tourism,TF,315.0,Arrivals by air.,Asia
1171,Maldives,2005,Tourist/visitor arrivals (thousands),Tourism,TF,395.0,Arrivals by air.,Asia
1172,Maldives,2010,Tourist/visitor arrivals (thousands),Tourism,TF,792.0,Arrivals by air.,Asia
1173,Maldives,2020,Tourist/visitor arrivals (thousands),Tourism,TF,555.0,Arrivals by air.,Asia
1174,Maldives,2021,Tourist/visitor arrivals (thousands),Tourism,TF,1322.0,Arrivals by air.,Asia
1175,Maldives,2022,Tourist/visitor arrivals (thousands),Tourism,TF,1675.0,Arrivals by air.,Asia
1176,Maldives,2020,Tourism expenditure (millions of US dollars),Tourism,TE,1408.0,,Asia
1177,Maldives,2021,Tourism expenditure (millions of US dollars),Tourism,TE,3525.0,,Asia
1178,Maldives,2022,Tourism expenditure (millions of US dollars),Tourism,TE,4513.0,,Asia
1179,Mali,1995,Tourist/visitor arrivals (thousands),Tourism,TF,42.0,Arrivals by air only (Bamako-Sénou airport).,Africa
1180,Mali,2005,Tourist/visitor arrivals (thousands),Tourism,TF,143.0,Arrivals by air only (Bamako-Sénou airport).,Africa
1181,Mali,2010,Tourist/visitor arrivals (thousands),Tourism,TF,169.0,,Africa
1182,Mali,2020,Tourist/visitor arrivals (thousands),Tourism,TF,75.0,,Africa
1183,Mali,2021,Tourist/visitor arrivals (thousands),Tourism,TF,168.0,,Africa
1184,Mali,1995,Tourism expenditure (millions of US dollars),Tourism,TE,26.0,,Africa
1185,Mali,2005,Tourism expenditure (millions of US dollars),Tourism,TE,149.0,,Africa
1186,Mali,2010,Tourism expenditure (millions of US dollars),Tourism,TE,208.0,,Africa
1187,Mali,2020,Tourism expenditure (millions of US dollars),Tourism,TE,82.0,,Africa
1188,Mali,2021,Tourism expenditure (millions of US dollars),Tourism,TE,191.0,,Africa
1189,Malta,1995,Tourist/visitor arrivals (thousands),Tourism,TF,1116.0,,Europe
1190,Malta,2005,Tourist/visitor arrivals (thousands),Tourism,TF,1171.0,Departures by air and by sea.,Europe
1191,Malta,2010,Tourist/visitor arrivals (thousands),Tourism,TF,1339.0,Departures by air and by sea.,Europe
1192,Malta,2020,Tourist/visitor arrivals (thousands),Tourism,TF,659.0,Departures by air and by sea.,Europe
1193,Malta,2021,Tourist/visitor arrivals (thousands),Tourism,TF,968.0,Departures by air and by sea.,Europe
1194,Malta,2022,Tourist/visitor arrivals (thousands),Tourism,TF,2287.0,Departures by air and by sea.,Europe
1195,Malta,1995,Tourism expenditure (millions of US dollars),Tourism,TE,656.0,Excluding passenger transport.,Europe
1196,Malta,2005,Tourism expenditure (millions of US dollars),Tourism,TE,755.0,Excluding passenger transport.,Europe
1197,Malta,2010,Tourism expenditure (millions of US dollars),Tourism,TE,1066.0,Excluding passenger transport.,Europe
1198,Malta,2020,Tourism expenditure (millions of US dollars),Tourism,TE,392.0,Excluding passenger transport.,Europe
1199,Malta,2021,Tourism expenditure (millions of US dollars),Tourism,TE,772.0,Excluding passenger transport.,Europe
1200,Malta,2022,Tourism expenditure (millions of US dollars),Tourism,TE,1590.0,Excluding passenger transport.,Europe
1201,Marshall Islands,1995,Tourist/visitor arrivals (thousands),Tourism,TF,6.0,Arrivals by air.,Oceania
1202,Marshall Islands,2005,Tourist/visitor arrivals (thousands),Tourism,TF,9.0,Air and sea arrivals.,Oceania
1203,Marshall Islands,2010,Tourist/visitor arrivals (thousands),Tourism,TF,5.0,Arrivals by air.,Oceania
1204,Marshall Islands,2020,Tourist/visitor arrivals (thousands),Tourism,TF,1.0,,Oceania
1205,Marshall Islands,2021,Tourist/visitor arrivals (thousands),Tourism,TF,0.0,,Oceania
1206,Marshall Islands,1995,Tourism expenditure (millions of US dollars),Tourism,TE,3.0,Data refer to fiscal years ending 30 September.,Oceania
1207,Marshall Islands,2005,Tourism expenditure (millions of US dollars),Tourism,TE,4.0,Data refer to fiscal years ending 30 September.,Oceania
1208,Marshall Islands,2010,Tourism expenditure (millions of US dollars),Tourism,TE,4.0,Data refer to fiscal years ending 30 September.,Oceania
1209,Marshall Islands,2020,Tourism expenditure (millions of US dollars),Tourism,TE,4.0,Data refer to fiscal years ending 30 September.,Oceania
1210,Martinique,1995,Tourist/visitor arrivals (thousands),Tourism,TF,457.0,,Americas
1211,Martinique,2005,Tourist/visitor arrivals (thousands),Tourism,TF,484.0,,Americas
1212,Martinique,2010,Tourist/visitor arrivals (thousands),Tourism,TF,478.0,,Americas
1213,Martinique,2020,Tourist/visitor arrivals (thousands),Tourism,TF,312.0,,Americas
1214,Martinique,2021,Tourist/visitor arrivals (thousands),Tourism,TF,291.0,,Americas
1215,Martinique,2022,Tourist/visitor arrivals (thousands),Tourism,TF,556.0,,Americas
1216,Martinique,1995,Tourism expenditure (millions of US dollars),Tourism,TE,384.0,,Americas
1217,Martinique,2005,Tourism expenditure (millions of US dollars),Tourism,TE,280.0,,Americas
1218,Martinique,2010,Tourism expenditure (millions of US dollars),Tourism,TE,472.0,,Americas
1219,Martinique,2020,Tourism expenditure (millions of US dollars),Tourism,TE,280.0,,Americas
1220,Martinique,2021,Tourism expenditure (millions of US dollars),Tourism,TE,283.0,,Americas
1221,Martinique,2022,Tourism expenditure (millions of US dollars),Tourism,TE,535.0,,Americas
1222,Mauritania,2020,Tourism expenditure (millions of US dollars),Tourism,TE,6.0,,Africa
1223,Mauritania,2021,Tourism expenditure (millions of US dollars),Tourism,TE,7.0,,Africa
1224,Mauritania,2022,Tourism expenditure (millions of US dollars),Tourism,TE,17.0,,Africa
1225,Mauritius,1995,Tourist/visitor arrivals (thousands),Tourism,TF,422.0,,Africa
1226,Mauritius,2005,Tourist/visitor arrivals (thousands),Tourism,TF,761.0,,Africa
1227,Mauritius,2010,Tourist/visitor arrivals (thousands),Tourism,TF,935.0,,Africa
1228,Mauritius,2020,Tourist/visitor arrivals (thousands),Tourism,TF,309.0,,Africa
1229,Mauritius,2021,Tourist/visitor arrivals (thousands),Tourism,TF,180.0,,Africa
1230,Mauritius,2022,Tourist/visitor arrivals (thousands),Tourism,TF,997.0,,Africa
1231,Mauritius,1995,Tourism expenditure (millions of US dollars),Tourism,TE,616.0,,Africa
1232,Mauritius,2005,Tourism expenditure (millions of US dollars),Tourism,TE,1189.0,,Africa
1233,Mauritius,2010,Tourism expenditure (millions of US dollars),Tourism,TE,1585.0,,Africa
1234,Mauritius,2020,Tourism expenditure (millions of US dollars),Tourism,TE,518.0,,Africa
1235,Mauritius,2021,Tourism expenditure (millions of US dollars),Tourism,TE,383.0,,Africa
1236,Mauritius,2022,Tourism expenditure (millions of US dollars),Tourism,TE,1652.0,,Africa
1237,Mexico,1995,Tourist/visitor arrivals (thousands),Tourism,TF,20241.0,Including nationals residing abroad.,Americas
1238,Mexico,2005,Tourist/visitor arrivals (thousands),Tourism,TF,21915.0,Including nationals residing abroad.,Americas
1239,Mexico,2010,Tourist/visitor arrivals (thousands),Tourism,TF,23290.0,Including nationals residing abroad.,Americas
1240,Mexico,2020,Tourist/visitor arrivals (thousands),Tourism,TF,24824.0,Including nationals residing abroad.,Americas
